soil_type,sowing_month,harvest_month,water_source,soil_ph,temperature,nitrogen_N,phosphorus_P,potassium_K,seed_variety
Loamy soil,Jun,Sep,irrigated,6.5,21.5,91.7,43.8,43.9,Basmati
Clay soil,Jul,Oct,rainfed,7.2,35.4,93.7,56.1,55.7,1509 Rice
Alluvial soil,Jun,Sep,irrigated,7.0,38.2,96.6,41.5,54.1,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.9,23.3,80.3,59.2,41.2,Basmati
Clay soil,Jun,Sep,irrigated,7.9,21.9,81.5,43.3,43.9,Basmati
Alluvial soil,Jul,Oct,rainfed,5.2,31.4,94.1,50.4,53.7,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.3,34.4,88.1,47.0,59.9,1509 Rice
Clay soil,Jul,Oct,rainfed,5.0,24.3,83.7,53.0,55.7,Super Basmati
Alluvial soil,Jun,Sep,irrigated,5.4,32.3,91.4,41.0,44.3,IRRI-6
Loamy soil,Jul,Oct,rainfed,7.4,34.8,84.5,56.8,53.0,1509 Rice
Clay soil,Jun,Sep,irrigated,7.4,22.6,99.9,47.5,42.3,Basmati
Alluvial soil,Jul,Oct,rainfed,5.5,28.7,88.3,47.7,51.8,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.0,37.1,94.1,56.2,51.9,Super Basmati
Clay soil,Jul,Oct,rainfed,5.6,21.7,98.8,49.3,40.4,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.9,22.2,89.0,59.3,45.1,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.1,21.5,87.3,56.5,47.3,Super Basmati
Clay soil,Jun,Sep,irrigated,5.5,37.6,85.9,47.1,48.4,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.0,22.3,86.8,50.8,56.8,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.1,27.0,88.4,57.5,43.0,Super Basmati
Clay soil,Jul,Oct,rainfed,6.1,40.0,85.1,50.3,46.5,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.6,37.8,95.6,54.0,57.0,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.0,33.6,92.3,59.6,48.8,Kainat-1121
Clay soil,Jun,Sep,irrigated,7.5,38.3,85.4,43.0,51.1,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.8,37.9,91.1,45.6,45.4,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.4,36.3,81.1,55.3,56.7,1509 Rice
Clay soil,Jul,Oct,rainfed,5.1,29.4,96.7,49.9,59.4,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,5.1,37.7,88.0,56.5,59.0,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.3,35.8,98.2,42.0,41.9,IRRI-6
Clay soil,Jun,Sep,irrigated,5.6,24.2,83.3,56.4,57.7,Basmati
Alluvial soil,Jul,Oct,rainfed,7.7,28.7,94.2,51.7,56.1,Kainat-1121
Loamy soil,Jun,Sep,irrigated,5.1,36.3,87.5,52.5,51.5,IRRI-6
Clay soil,Jul,Oct,rainfed,5.4,25.5,97.6,53.0,53.1,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,7.4,27.1,98.6,47.5,54.4,Kainat-1121
Loamy soil,Jul,Oct,rainfed,6.1,21.6,99.0,47.7,58.8,Basmati
Clay soil,Jun,Sep,irrigated,7.4,39.9,93.4,41.7,45.6,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.3,25.5,89.8,46.1,45.8,Basmati
Loamy soil,Jun,Sep,irrigated,6.4,37.0,91.2,54.2,54.4,Super Basmati
Clay soil,Jul,Oct,rainfed,5.7,29.2,99.2,58.4,58.0,1509 Rice
Alluvial soil,Jun,Sep,irrigated,7.7,31.4,84.9,54.7,54.8,1509 Rice
Loamy soil,Jul,Oct,rainfed,7.7,35.2,96.5,51.4,47.5,Kainat-1121
Clay soil,Jun,Sep,irrigated,5.1,31.9,86.2,43.8,42.5,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.9,38.8,80.8,55.4,57.1,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.7,33.5,91.8,43.0,57.0,1509 Rice
Clay soil,Jul,Oct,rainfed,6.3,27.8,91.8,54.8,51.6,Super Basmati
Alluvial soil,Jun,Sep,irrigated,5.1,38.3,98.6,46.8,56.2,1509 Rice
Loamy soil,Jul,Oct,rainfed,5.3,34.0,94.5,42.5,56.3,1509 Rice
Clay soil,Jun,Sep,irrigated,7.1,27.6,90.6,55.9,58.2,Super Basmati
Alluvial soil,Jul,Oct,rainfed,5.2,36.7,98.4,53.6,58.5,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.9,24.1,94.1,59.6,51.8,Super Basmati
Clay soil,Jul,Oct,rainfed,6.1,28.2,85.6,42.4,52.1,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.7,27.9,87.0,49.5,50.1,Super Basmati
Loamy soil,Jul,Oct,rainfed,7.9,22.7,81.2,59.6,41.5,Basmati
Clay soil,Jun,Sep,irrigated,7.2,33.8,94.9,46.9,40.2,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.4,34.8,87.5,47.9,46.2,IRRI-6
Loamy soil,Jun,Sep,irrigated,5.6,25.2,94.4,55.8,59.6,Kainat-1121
Clay soil,Jul,Oct,rainfed,6.3,24.2,96.7,46.9,55.1,Basmati
Alluvial soil,Jun,Sep,irrigated,7.2,21.2,88.0,40.3,47.2,Basmati
Loamy soil,Jul,Oct,rainfed,6.8,29.7,99.7,42.0,52.0,Kainat-1121
Clay soil,Jun,Sep,irrigated,6.8,28.8,82.8,58.2,47.2,Super Basmati
Alluvial soil,Jul,Oct,rainfed,5.2,23.4,85.6,47.8,56.9,1509 Rice
Loamy soil,Jun,Sep,irrigated,7.2,35.9,82.2,40.4,52.3,1509 Rice
Clay soil,Jul,Oct,rainfed,5.4,28.8,83.1,47.0,52.4,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.0,25.5,83.7,50.0,43.5,Basmati
Loamy soil,Jul,Oct,rainfed,7.3,24.2,84.2,41.6,47.1,Basmati
Clay soil,Jun,Sep,irrigated,6.1,33.9,83.9,44.2,43.3,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.0,39.5,93.2,47.6,51.8,Kainat-1121
Loamy soil,Jun,Sep,irrigated,5.3,35.0,88.9,40.8,44.5,IRRI-6
Clay soil,Jul,Oct,rainfed,5.1,34.6,88.3,45.2,47.5,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.3,24.1,89.6,54.8,40.6,Super Basmati
Loamy soil,Jul,Oct,rainfed,6.5,21.0,98.7,42.1,46.8,Basmati
Clay soil,Jun,Sep,irrigated,7.4,26.5,86.9,56.5,56.1,Super Basmati
Alluvial soil,Jul,Oct,rainfed,7.1,30.5,87.9,55.7,49.0,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.2,38.6,98.6,51.9,48.9,IRRI-6
Clay soil,Jul,Oct,rainfed,7.5,23.6,96.2,46.4,53.1,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,7.1,27.4,92.1,50.5,54.7,Kainat-1121
Loamy soil,Jul,Oct,rainfed,6.6,26.0,99.3,50.8,54.4,Super Basmati
Clay soil,Jun,Sep,irrigated,5.3,38.2,92.3,42.5,53.7,IRRI-6
Alluvial soil,Jul,Oct,rainfed,7.7,29.3,97.3,50.7,44.2,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.9,24.9,92.3,45.1,59.2,1509 Rice
Clay soil,Jul,Oct,rainfed,7.3,22.5,87.9,58.1,50.9,Super Basmati
Alluvial soil,Jun,Sep,irrigated,6.3,31.2,83.0,52.4,59.0,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.6,36.0,87.3,43.6,51.3,IRRI-6
Clay soil,Jun,Sep,irrigated,7.6,34.3,87.5,57.4,55.1,1509 Rice
Alluvial soil,Jul,Oct,rainfed,7.5,36.6,89.1,58.3,45.6,Super Basmati
Loamy soil,Jun,Sep,irrigated,6.3,21.2,91.7,53.4,51.6,Super Basmati
Clay soil,Jul,Oct,rainfed,8.0,31.9,97.6,43.5,50.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.6,33.9,88.8,54.0,52.7,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.4,23.6,96.8,48.7,57.7,1509 Rice
Clay soil,Jun,Sep,irrigated,6.8,23.3,93.4,49.3,43.1,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,7.6,33.5,86.7,43.6,58.4,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.2,22.8,92.3,55.2,55.2,Super Basmati
Clay soil,Jul,Oct,rainfed,5.6,34.3,86.5,55.9,45.4,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.7,34.2,93.7,55.2,56.6,1509 Rice
Loamy soil,Jul,Oct,rainfed,7.1,23.7,88.1,47.8,47.7,Basmati
Clay soil,Jun,Sep,irrigated,5.2,30.5,89.5,45.3,48.8,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.3,38.4,82.1,54.0,46.1,IRRI-6
Loamy soil,Jun,Sep,irrigated,6.8,38.9,89.2,41.1,40.5,IRRI-6
Clay soil,Jul,Oct,rainfed,6.7,31.0,81.7,48.8,44.6,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.6,23.6,85.6,45.9,59.1,Basmati
Loamy soil,Jul,Oct,rainfed,6.2,39.1,87.1,44.1,51.1,IRRI-6
Clay soil,Jun,Sep,irrigated,6.1,34.5,89.1,51.3,46.3,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.1,36.6,82.3,45.8,54.9,IRRI-6
Loamy soil,Jun,Sep,irrigated,7.4,23.2,94.5,48.0,59.2,1509 Rice
Clay soil,Jul,Oct,rainfed,6.2,30.7,83.8,42.8,51.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.2,20.1,93.9,54.9,46.7,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.5,29.1,84.6,45.5,55.8,1509 Rice
Clay soil,Jun,Sep,irrigated,6.1,29.8,81.1,42.4,46.4,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.4,30.8,82.1,46.9,49.8,Basmati
Loamy soil,Jun,Sep,irrigated,6.6,27.6,91.7,54.0,56.4,Super Basmati
Clay soil,Jul,Oct,rainfed,6.3,26.6,89.7,42.7,46.8,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.7,29.0,95.2,40.3,57.8,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.5,26.5,89.1,48.5,53.8,1509 Rice
Clay soil,Jun,Sep,irrigated,6.4,23.3,84.9,46.6,58.3,Basmati
Alluvial soil,Jul,Oct,rainfed,7.9,34.6,87.0,48.9,59.7,1509 Rice
Loamy soil,Jun,Sep,irrigated,5.9,30.8,87.7,59.2,49.6,Super Basmati
Clay soil,Jul,Oct,rainfed,5.2,36.8,95.9,44.2,49.4,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.1,28.2,95.0,50.2,46.4,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.3,21.5,82.7,55.6,48.0,Basmati
Clay soil,Jun,Sep,irrigated,5.2,22.6,99.7,53.5,41.5,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.4,33.8,92.1,47.5,50.1,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.3,24.5,93.1,48.9,51.7,Kainat-1121
Clay soil,Jul,Oct,rainfed,5.7,31.3,81.8,55.3,44.7,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.6,30.5,96.7,45.4,52.3,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.2,26.1,80.2,50.8,47.7,Kainat-1121
Clay soil,Jun,Sep,irrigated,6.6,34.6,85.6,54.0,59.1,1509 Rice
Alluvial soil,Jul,Oct,rainfed,5.1,28.3,98.6,54.8,49.9,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.8,21.5,83.9,44.9,52.1,Basmati
Clay soil,Jul,Oct,rainfed,5.4,36.3,97.4,48.7,42.5,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.2,36.3,93.2,51.0,42.7,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.8,34.1,80.7,53.7,48.9,IRRI-6
Clay soil,Jun,Sep,irrigated,7.1,36.8,95.0,59.5,42.3,IRRI-6
Alluvial soil,Jul,Oct,rainfed,7.5,24.3,85.2,46.2,56.1,1509 Rice
Loamy soil,Jun,Sep,irrigated,5.7,33.1,90.6,43.5,50.8,IRRI-6
Clay soil,Jul,Oct,rainfed,7.4,33.9,83.8,47.4,56.0,1509 Rice
Alluvial soil,Jun,Sep,irrigated,6.8,24.3,84.1,44.3,58.8,Basmati
Loamy soil,Jul,Oct,rainfed,5.2,33.6,95.7,46.4,52.7,1509 Rice
Clay soil,Jun,Sep,irrigated,6.1,33.6,87.8,57.3,44.3,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.9,34.9,86.3,51.1,46.8,IRRI-6
Loamy soil,Jun,Sep,irrigated,6.0,21.4,94.4,48.0,41.0,Basmati
Clay soil,Jul,Oct,rainfed,5.9,30.6,99.7,40.0,49.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.8,26.3,88.4,51.1,49.9,Super Basmati
Loamy soil,Jul,Oct,rainfed,7.4,30.8,96.5,51.8,55.6,1509 Rice
Clay soil,Jun,Sep,irrigated,8.0,33.5,80.4,57.1,46.6,IRRI-6
Alluvial soil,Jul,Oct,rainfed,8.0,20.9,85.8,51.2,59.5,Super Basmati
Loamy soil,Jun,Sep,irrigated,7.5,34.5,97.1,45.8,53.8,1509 Rice
Clay soil,Jul,Oct,rainfed,5.9,30.5,85.0,41.0,56.6,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.3,21.1,97.0,57.1,43.7,Kainat-1121
Loamy soil,Jul,Oct,rainfed,6.5,26.9,85.9,45.8,49.0,Basmati
Clay soil,Jun,Sep,irrigated,7.2,34.0,98.2,40.4,50.5,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.4,34.2,91.0,57.8,42.0,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.8,31.3,90.9,56.4,41.2,Super Basmati
Clay soil,Jul,Oct,rainfed,7.5,37.2,90.1,52.1,44.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.5,28.2,89.1,40.6,53.6,1509 Rice
Loamy soil,Jul,Oct,rainfed,6.1,30.2,96.7,48.0,49.1,Kainat-1121
Clay soil,Jun,Sep,irrigated,5.4,27.6,81.2,42.7,51.2,IRRI-6
Alluvial soil,Jul,Oct,rainfed,7.3,32.2,85.4,56.9,51.5,Super Basmati
Loamy soil,Jun,Sep,irrigated,7.7,33.5,93.4,45.7,58.8,1509 Rice
Clay soil,Jul,Oct,rainfed,7.8,25.7,93.4,50.5,51.5,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,6.2,22.7,92.7,42.2,56.0,Basmati
Loamy soil,Jul,Oct,rainfed,7.9,37.3,85.3,56.9,56.6,1509 Rice
Clay soil,Jun,Sep,irrigated,5.1,22.5,90.0,51.4,48.5,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.9,25.0,80.6,42.6,42.4,Basmati
Loamy soil,Jun,Sep,irrigated,6.8,32.2,91.4,50.4,49.3,Kainat-1121
Clay soil,Jul,Oct,rainfed,5.7,29.2,90.2,56.5,52.6,Super Basmati
Alluvial soil,Jun,Sep,irrigated,5.9,29.6,95.0,41.8,54.2,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.2,33.9,81.2,45.1,53.8,1509 Rice
Clay soil,Jun,Sep,irrigated,7.8,29.9,98.8,55.2,52.1,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,6.4,28.5,83.7,47.6,40.4,Basmati
Loamy soil,Jun,Sep,irrigated,5.3,21.3,82.8,53.7,48.6,Basmati
Clay soil,Jul,Oct,rainfed,6.0,29.6,91.5,42.6,58.8,1509 Rice
Alluvial soil,Jun,Sep,irrigated,7.3,31.8,94.3,41.4,48.7,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.6,29.7,86.9,57.3,46.2,Super Basmati
Clay soil,Jun,Sep,irrigated,7.9,34.6,96.7,43.6,49.9,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.3,31.2,90.9,40.4,58.7,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.6,37.9,91.8,49.9,48.8,Super Basmati
Clay soil,Jul,Oct,rainfed,7.6,22.4,98.3,47.5,43.0,Basmati
Alluvial soil,Jun,Sep,irrigated,5.0,27.6,92.0,50.8,49.7,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.5,31.8,97.5,49.4,52.2,1509 Rice
Clay soil,Jun,Sep,irrigated,7.2,37.3,98.9,55.0,42.6,IRRI-6
Alluvial soil,Jul,Oct,rainfed,7.5,37.2,93.8,46.3,50.4,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.4,21.7,93.8,41.0,47.9,Basmati
Clay soil,Jul,Oct,rainfed,7.1,21.5,86.2,53.3,55.6,1509 Rice
Alluvial soil,Jun,Sep,irrigated,6.4,22.6,80.6,57.4,50.0,Super Basmati
Loamy soil,Jul,Oct,rainfed,6.0,22.6,97.7,57.1,42.5,Basmati
Clay soil,Jun,Sep,irrigated,5.3,26.8,95.8,40.4,51.1,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.3,39.0,88.1,50.4,56.8,Super Basmati
Loamy soil,Jun,Sep,irrigated,6.9,39.2,95.0,46.6,46.4,Kainat-1121
Clay soil,Jul,Oct,rainfed,6.5,28.8,89.1,49.0,44.5,Super Basmati
Alluvial soil,Jun,Sep,irrigated,5.8,25.2,82.0,40.5,57.9,Basmati
Loamy soil,Jul,Oct,rainfed,5.4,32.7,88.8,47.4,42.2,IRRI-6
Clay soil,Jun,Sep,irrigated,8.0,27.7,83.2,50.8,57.3,1509 Rice
Alluvial soil,Jul,Oct,rainfed,7.2,25.3,98.1,54.6,46.8,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.0,24.2,86.1,44.7,53.4,Basmati
Clay soil,Jul,Oct,rainfed,7.2,20.0,91.6,42.4,44.7,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.7,25.7,83.1,56.0,54.4,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.4,23.9,96.7,44.2,50.1,Basmati
Clay soil,Jun,Sep,irrigated,6.8,36.8,95.0,58.8,51.8,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,5.6,33.7,87.9,46.7,45.2,IRRI-6
Loamy soil,Jun,Sep,irrigated,6.5,35.4,82.0,40.7,43.8,Basmati
Clay soil,Jul,Oct,rainfed,7.1,25.6,87.4,58.9,52.0,Super Basmati
Alluvial soil,Jun,Sep,irrigated,7.6,27.0,91.3,56.9,43.7,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.8,35.0,85.3,43.1,45.6,IRRI-6
Clay soil,Jun,Sep,irrigated,6.1,27.2,85.7,56.2,49.6,Super Basmati
Alluvial soil,Jul,Oct,rainfed,6.2,39.6,88.4,56.1,46.8,Super Basmati
Loamy soil,Jun,Sep,irrigated,7.7,20.2,98.0,55.4,43.0,Kainat-1121
Clay soil,Jul,Oct,rainfed,7.3,33.8,93.8,52.6,48.2,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,6.5,39.2,94.8,40.0,51.8,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.7,31.9,88.3,58.7,54.2,1509 Rice
Clay soil,Jun,Sep,irrigated,7.0,33.3,98.3,57.6,51.6,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,7.5,24.4,81.9,42.3,42.2,Basmati
Loamy soil,Jun,Sep,irrigated,5.9,34.8,80.6,49.2,53.6,1509 Rice
Clay soil,Jul,Oct,rainfed,6.6,32.4,92.7,51.3,51.9,1509 Rice
Alluvial soil,Jun,Sep,irrigated,6.2,32.7,96.1,44.2,46.3,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.6,27.1,88.5,59.8,58.4,1509 Rice
Clay soil,Jun,Sep,irrigated,7.0,22.8,98.6,47.2,45.0,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,7.1,33.7,84.6,48.9,50.0,1509 Rice
Loamy soil,Jun,Sep,irrigated,5.5,20.6,90.4,52.0,53.9,1509 Rice
Clay soil,Jul,Oct,rainfed,5.1,28.3,96.1,50.3,45.6,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,5.8,38.6,90.3,44.8,55.6,IRRI-6
Loamy soil,Jul,Oct,rainfed,6.6,27.3,97.7,45.0,49.8,Kainat-1121
Clay soil,Jun,Sep,irrigated,7.5,39.5,88.7,43.6,58.7,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.1,35.3,94.5,44.2,50.6,IRRI-6
Loamy soil,Jun,Sep,irrigated,5.8,37.5,95.7,44.1,45.1,IRRI-6
Clay soil,Jul,Oct,rainfed,6.9,37.5,85.6,44.5,56.3,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.7,34.7,96.7,42.7,45.0,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.1,29.3,82.9,51.8,48.9,Super Basmati
Clay soil,Jun,Sep,irrigated,6.7,23.4,81.9,54.4,50.7,Super Basmati
Alluvial soil,Jul,Oct,rainfed,7.3,31.9,99.4,54.3,52.0,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.0,23.4,87.4,50.8,55.6,1509 Rice
Clay soil,Jul,Oct,rainfed,7.3,24.0,98.5,49.4,40.1,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,5.2,20.8,81.4,57.9,45.5,Basmati
Loamy soil,Jul,Oct,rainfed,6.7,37.2,97.8,41.0,46.6,Kainat-1121
Clay soil,Jun,Sep,irrigated,6.5,40.0,89.3,40.1,50.2,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.5,35.8,87.6,49.0,59.1,IRRI-6
Loamy soil,Jun,Sep,irrigated,7.8,24.6,99.4,54.6,44.5,Super Basmati
Clay soil,Jul,Oct,rainfed,6.8,23.0,82.2,55.2,45.7,Super Basmati
Alluvial soil,Jun,Sep,irrigated,7.9,24.5,90.8,49.1,52.1,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.1,25.5,81.1,45.4,53.0,Basmati
Clay soil,Jun,Sep,irrigated,6.4,29.0,99.8,55.4,43.6,Super Basmati
Alluvial soil,Jul,Oct,rainfed,7.1,39.5,81.6,48.1,55.5,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.2,35.5,81.1,58.0,56.4,1509 Rice
Clay soil,Jul,Oct,rainfed,7.6,33.1,88.3,46.6,46.2,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.6,28.6,82.9,54.6,53.8,Super Basmati
Loamy soil,Jul,Oct,rainfed,6.7,34.2,83.9,41.5,51.7,1509 Rice
Clay soil,Jun,Sep,irrigated,7.5,29.2,93.9,40.8,40.1,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,5.1,31.0,100.0,50.4,41.7,Kainat-1121
Loamy soil,Jun,Sep,irrigated,5.1,37.0,82.3,44.3,48.3,IRRI-6
Clay soil,Jul,Oct,rainfed,6.3,20.6,87.2,46.1,40.2,Basmati
Alluvial soil,Jun,Sep,irrigated,6.2,21.3,98.9,46.0,57.0,Basmati
Loamy soil,Jul,Oct,rainfed,7.8,23.0,95.5,46.0,55.6,1509 Rice
Clay soil,Jun,Sep,irrigated,6.4,24.1,80.1,49.2,49.8,Basmati
Alluvial soil,Jul,Oct,rainfed,5.2,28.3,90.4,50.6,41.6,Kainat-1121
Loamy soil,Jun,Sep,irrigated,5.5,29.4,96.8,53.4,40.6,Kainat-1121
Clay soil,Jul,Oct,rainfed,6.0,29.9,82.9,56.1,43.1,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.4,29.5,96.3,46.4,50.1,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.1,23.0,91.2,43.6,47.2,Basmati
Clay soil,Jun,Sep,irrigated,7.7,24.3,99.4,51.2,50.1,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,5.7,23.9,88.9,50.7,53.8,Super Basmati
Loamy soil,Jun,Sep,irrigated,7.7,24.8,87.3,47.6,46.8,Basmati
Clay soil,Jul,Oct,rainfed,6.8,31.7,92.7,54.4,52.2,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,6.4,31.1,86.1,56.8,45.2,Super Basmati
Loamy soil,Jul,Oct,rainfed,6.3,34.7,80.1,45.8,50.3,Basmati
Clay soil,Jun,Sep,irrigated,7.0,24.8,98.0,47.0,46.6,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,5.1,30.8,93.4,43.8,50.7,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.6,31.6,97.5,59.3,58.7,1509 Rice
Clay soil,Jul,Oct,rainfed,6.7,26.9,89.2,47.8,43.7,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.8,37.5,92.8,44.5,49.1,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.7,25.3,84.4,49.5,43.9,Basmati
Clay soil,Jun,Sep,irrigated,5.3,20.4,95.0,42.8,59.8,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.1,30.1,91.6,51.1,40.2,Super Basmati
Loamy soil,Jun,Sep,irrigated,7.6,23.6,96.2,47.6,48.3,Basmati
Clay soil,Jul,Oct,rainfed,6.9,21.7,87.4,52.2,47.2,Super Basmati
Alluvial soil,Jun,Sep,irrigated,7.0,36.1,96.0,55.2,57.5,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.8,38.0,94.8,51.6,47.0,IRRI-6
Clay soil,Jun,Sep,irrigated,5.6,26.8,96.4,56.9,55.1,Kainat-1121
Alluvial soil,Jul,Oct,rainfed,6.5,33.2,80.5,51.5,43.5,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.0,30.2,89.8,55.4,50.1,Super Basmati
Clay soil,Jul,Oct,rainfed,6.0,28.3,88.3,41.3,59.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.6,23.1,86.6,47.3,50.8,Basmati
Loamy soil,Jul,Oct,rainfed,6.8,20.6,97.5,54.1,59.1,Kainat-1121
Clay soil,Jun,Sep,irrigated,5.5,34.6,95.8,45.4,53.0,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.4,24.8,90.3,54.6,46.1,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.7,30.4,94.3,55.2,47.5,Kainat-1121
Clay soil,Jul,Oct,rainfed,5.8,34.2,80.8,43.9,41.7,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.4,24.8,99.9,54.8,45.3,Kainat-1121
Loamy soil,Jul,Oct,rainfed,6.9,31.9,81.6,45.0,59.9,1509 Rice
Clay soil,Jun,Sep,irrigated,5.7,22.6,83.3,56.3,47.9,Basmati
Alluvial soil,Jul,Oct,rainfed,7.4,31.0,86.3,58.2,54.5,1509 Rice
Loamy soil,Jun,Sep,irrigated,7.7,39.3,89.1,57.6,41.6,Super Basmati
Clay soil,Jul,Oct,rainfed,7.6,39.2,84.6,41.6,59.8,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.3,38.0,89.9,51.2,40.4,IRRI-6
Loamy soil,Jul,Oct,rainfed,6.8,34.3,99.0,41.5,54.6,1509 Rice
Clay soil,Jun,Sep,irrigated,5.5,30.6,95.0,49.1,46.7,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.8,29.5,99.7,52.2,51.4,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.8,24.8,85.9,48.0,41.6,Basmati
Clay soil,Jul,Oct,rainfed,7.2,26.7,81.5,47.5,40.9,Basmati
Alluvial soil,Jun,Sep,irrigated,6.9,23.4,99.7,46.4,43.8,Kainat-1121
