soil_type,sowing_month,harvest_month,water_source,soil_ph,temperature,nitrogen_N,phosphorus_P,potassium_K,seed_variety
Alluvial soil,Jun,Sep,irrigated,8.0,23.1,118.8,44.8,45.6,FH-333
Black Soil,Jul,Oct,rainfed,7.8,25.4,99.2,41.8,48.8,FH-1148
Red soil,Jun,Sep,irrigated,7.6,29.7,115.0,53.2,54.1,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.5,23.8,110.0,44.9,58.3,FH-333
Black Soil,Jun,Sep,irrigated,7.9,23.5,83.6,53.0,52.6,FH-333
Red soil,Jul,Oct,rainfed,7.1,22.4,107.0,48.1,49.7,FH-333
Alluvial soil,Jun,Sep,irrigated,7.5,29.8,92.5,45.3,54.9,FH-1148
Black Soil,Jul,Oct,rainfed,7.1,26.5,114.4,57.2,56.3,Cyto-24
Red soil,Jun,Sep,irrigated,7.3,28.2,106.6,50.2,45.9,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.8,24.2,83.5,52.3,43.5,BS-352
Black Soil,Jun,Sep,irrigated,7.2,22.6,113.1,59.7,56.6,Cyto-24
Red soil,Jul,Oct,rainfed,7.7,29.5,117.8,45.3,48.1,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.3,24.5,92.6,57.0,47.1,FH-MR2
Black Soil,Jul,Oct,rainfed,7.3,22.5,107.5,40.7,48.1,FH-333
Red soil,Jun,Sep,irrigated,7.3,21.9,87.2,57.8,57.8,BS-352
Alluvial soil,Jul,Oct,rainfed,7.6,22.1,118.9,50.5,51.1,FH-333
Black Soil,Jun,Sep,irrigated,7.1,29.1,113.1,59.3,47.7,Cyto-24
Red soil,Jul,Oct,rainfed,7.5,24.1,81.5,41.5,44.7,BS-352
Alluvial soil,Jun,Sep,irrigated,7.7,22.7,101.1,55.2,47.9,FH-MR2
Black Soil,Jul,Oct,rainfed,7.4,26.7,112.4,57.0,43.3,FH-MR2
Red soil,Jun,Sep,irrigated,7.1,26.0,90.8,47.4,56.7,BS-352
Alluvial soil,Jul,Oct,rainfed,7.4,28.8,88.2,45.4,49.7,FH-333
Black Soil,Jun,Sep,irrigated,7.2,22.8,118.0,54.7,40.2,FH-333
Red soil,Jul,Oct,rainfed,7.9,22.7,103.5,49.0,46.1,FH-333
Alluvial soil,Jun,Sep,irrigated,7.8,24.2,100.9,59.9,49.3,FH-MR2
Black Soil,Jul,Oct,rainfed,7.6,29.8,114.9,58.9,42.1,Cyto-24
Red soil,Jun,Sep,irrigated,7.2,21.2,106.0,50.3,41.9,BS-352
Alluvial soil,Jul,Oct,rainfed,7.2,27.9,119.4,57.8,47.8,FH-MR2
Black Soil,Jun,Sep,irrigated,7.1,28.0,115.5,41.6,56.8,Cyto-24
Red soil,Jul,Oct,rainfed,7.8,27.9,81.5,56.6,54.3,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.6,26.2,83.8,58.4,55.8,FH-MR2
Black Soil,Jul,Oct,rainfed,7.6,25.4,119.5,40.0,49.4,Cyto-24
Red soil,Jun,Sep,irrigated,7.8,22.8,115.9,52.3,45.0,Cyto-24
Alluvial soil,Jul,Oct,rainfed,7.7,27.3,87.9,42.6,54.5,FH-1148
Black Soil,Jun,Sep,irrigated,7.8,22.8,104.2,57.3,45.4,FH-MR2
Red soil,Jul,Oct,rainfed,7.3,21.3,85.7,46.3,43.4,BS-352
Alluvial soil,Jun,Sep,irrigated,7.8,29.7,80.1,56.9,59.9,Cyto-24
Black Soil,Jul,Oct,rainfed,7.3,28.4,104.9,57.9,49.1,FH-MR2
Red soil,Jun,Sep,irrigated,7.2,27.8,93.0,50.1,45.1,BS-352
Alluvial soil,Jul,Oct,rainfed,7.3,24.9,119.0,59.3,47.4,FH-MR2
Black Soil,Jun,Sep,irrigated,7.4,26.0,88.1,53.7,51.9,FH-MR2
Red soil,Jul,Oct,rainfed,7.5,25.6,109.5,58.0,58.3,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.9,26.9,89.8,52.5,51.7,FH-MR2
Black Soil,Jul,Oct,rainfed,7.9,27.1,99.8,41.3,51.9,FH-1148
Red soil,Jun,Sep,irrigated,7.0,27.6,119.6,44.1,40.4,BS-352
Alluvial soil,Jul,Oct,rainfed,7.8,25.3,83.5,46.5,58.2,BS-352
Black Soil,Jun,Sep,irrigated,7.2,25.7,96.5,42.0,52.4,FH-333
Red soil,Jul,Oct,rainfed,7.2,27.7,118.0,58.9,56.8,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.7,29.2,99.4,43.9,41.9,FH-1148
Black Soil,Jul,Oct,rainfed,7.8,22.3,114.9,51.5,47.1,Cyto-24
Red soil,Jun,Sep,irrigated,7.8,23.7,91.6,49.2,42.8,BS-352
Alluvial soil,Jul,Oct,rainfed,7.5,22.4,85.1,41.7,57.2,FH-333
Black Soil,Jun,Sep,irrigated,7.4,29.1,85.6,43.8,55.3,BS-352
Red soil,Jul,Oct,rainfed,7.1,27.8,94.9,43.3,42.2,BS-352
Alluvial soil,Jun,Sep,irrigated,7.1,29.7,99.7,59.8,45.9,FH-MR2
Black Soil,Jul,Oct,rainfed,7.7,29.6,92.0,43.7,45.0,FH-1148
Red soil,Jun,Sep,irrigated,7.9,29.6,104.6,56.5,56.3,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.4,25.3,91.6,47.1,56.3,FH-333
Black Soil,Jun,Sep,irrigated,7.1,25.3,113.8,45.5,54.1,Cyto-24
Red soil,Jul,Oct,rainfed,7.8,25.5,116.2,42.9,56.4,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.8,26.8,95.5,59.0,46.1,FH-MR2
Black Soil,Jul,Oct,rainfed,7.1,29.6,101.5,44.5,47.2,FH-1148
Red soil,Jun,Sep,irrigated,8.0,27.7,93.1,40.0,55.8,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.3,29.0,116.6,43.8,59.0,Cyto-24
Black Soil,Jun,Sep,irrigated,7.6,29.9,81.4,56.5,52.7,FH-1148
Red soil,Jul,Oct,rainfed,7.9,26.9,116.3,50.4,43.6,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.2,22.2,99.2,59.1,54.7,FH-333
Black Soil,Jul,Oct,rainfed,8.0,22.0,91.9,40.7,56.2,FH-333
Red soil,Jun,Sep,irrigated,7.5,29.6,108.0,41.4,44.5,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.6,28.2,105.2,44.5,50.5,FH-1148
Black Soil,Jun,Sep,irrigated,7.7,21.4,81.9,53.9,52.8,FH-1148
Red soil,Jul,Oct,rainfed,7.4,28.6,95.3,58.9,56.4,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.6,27.8,84.4,41.3,56.4,FH-1148
Black Soil,Jul,Oct,rainfed,7.8,21.6,108.0,46.7,52.2,FH-1148
Red soil,Jun,Sep,irrigated,7.5,28.3,84.7,49.8,51.5,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.8,26.5,95.3,40.1,52.7,FH-MR2
Black Soil,Jun,Sep,irrigated,7.8,26.7,99.3,59.2,56.1,Cyto-24
Red soil,Jul,Oct,rainfed,7.5,25.2,101.5,49.0,49.1,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.5,24.4,117.9,43.5,51.9,FH-333
Black Soil,Jul,Oct,rainfed,7.2,26.6,85.4,48.4,49.9,BS-352
Red soil,Jun,Sep,irrigated,7.7,25.2,93.6,40.2,51.5,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.7,27.6,92.5,45.9,41.8,FH-1148
Black Soil,Jun,Sep,irrigated,7.8,27.7,86.2,50.1,52.7,FH-1148
Red soil,Jul,Oct,rainfed,7.6,25.3,114.8,41.8,46.3,BS-352
Alluvial soil,Jun,Sep,irrigated,7.1,26.4,83.9,51.8,51.3,BS-352
Black Soil,Jul,Oct,rainfed,8.0,29.0,99.8,45.2,57.6,FH-1148
Red soil,Jun,Sep,irrigated,7.3,21.8,102.0,58.4,55.3,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.3,29.3,88.2,56.2,57.9,FH-MR2
Black Soil,Jun,Sep,irrigated,7.9,26.5,115.4,59.5,40.5,Cyto-24
Red soil,Jul,Oct,rainfed,7.1,29.9,118.0,46.1,57.2,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.1,27.6,115.1,43.2,46.1,BS-352
Black Soil,Jul,Oct,rainfed,7.7,26.3,93.0,46.5,44.7,BS-352
Red soil,Jun,Sep,irrigated,7.9,29.6,80.8,59.0,42.0,FH-1148
Alluvial soil,Jul,Oct,rainfed,8.0,27.7,86.3,54.9,49.5,FH-MR2
Black Soil,Jun,Sep,irrigated,7.7,27.6,112.5,45.3,43.4,Cyto-24
Red soil,Jul,Oct,rainfed,8.0,21.3,109.9,46.0,51.5,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.8,23.4,101.9,44.4,41.9,FH-333
Black Soil,Jul,Oct,rainfed,7.9,27.2,84.1,45.2,52.0,FH-1148
Red soil,Jun,Sep,irrigated,7.6,28.0,109.0,46.3,47.7,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.6,22.1,111.7,58.4,56.6,Cyto-24
Black Soil,Jun,Sep,irrigated,7.5,23.9,112.6,59.2,56.6,Cyto-24
Red soil,Jul,Oct,rainfed,7.4,23.0,114.8,47.8,58.8,FH-333
Alluvial soil,Jun,Sep,irrigated,7.3,25.6,84.4,59.7,52.3,FH-MR2
Black Soil,Jul,Oct,rainfed,7.1,22.5,83.6,56.2,57.2,FH-333
Red soil,Jun,Sep,irrigated,7.6,26.9,119.1,49.9,42.4,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.3,23.3,106.2,52.1,43.6,FH-333
Black Soil,Jun,Sep,irrigated,7.9,21.2,105.5,57.1,47.8,FH-MR2
Red soil,Jul,Oct,rainfed,8.0,24.7,109.6,54.8,53.0,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.7,23.6,117.4,49.5,49.7,FH-333
Black Soil,Jul,Oct,rainfed,7.9,23.1,102.1,46.9,50.1,FH-333
Red soil,Jun,Sep,irrigated,7.0,25.2,87.0,56.7,49.2,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.2,26.4,96.8,54.5,56.6,FH-MR2
Black Soil,Jun,Sep,irrigated,7.5,22.3,113.8,54.9,51.9,FH-MR2
Red soil,Jul,Oct,rainfed,7.7,26.9,80.9,53.6,57.8,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.4,28.3,119.9,40.6,48.5,FH-MR2
Black Soil,Jul,Oct,rainfed,7.8,24.2,96.5,46.5,46.6,FH-333
Red soil,Jun,Sep,irrigated,7.2,26.9,117.3,52.3,57.8,Cyto-24
Alluvial soil,Jul,Oct,rainfed,7.8,23.7,92.1,54.2,51.8,FH-MR2
Black Soil,Jun,Sep,irrigated,7.5,24.6,114.0,47.2,43.7,FH-333
Red soil,Jul,Oct,rainfed,7.7,21.8,80.2,52.5,44.2,BS-352
Alluvial soil,Jun,Sep,irrigated,7.7,28.4,86.3,53.3,48.8,FH-1148
Black Soil,Jul,Oct,rainfed,7.4,27.4,80.8,51.4,56.0,Cyto-24
Red soil,Jun,Sep,irrigated,7.1,26.4,117.0,50.6,53.0,BS-352
Alluvial soil,Jul,Oct,rainfed,7.4,26.6,114.9,45.4,54.6,FH-MR2
Black Soil,Jun,Sep,irrigated,7.9,28.7,116.6,55.2,59.1,Cyto-24
Red soil,Jul,Oct,rainfed,7.1,26.3,94.3,51.6,51.9,BS-352
Alluvial soil,Jun,Sep,irrigated,7.2,25.8,84.9,50.2,57.0,BS-352
Black Soil,Jul,Oct,rainfed,7.7,28.3,107.7,54.4,43.7,FH-1148
Red soil,Jun,Sep,irrigated,7.3,25.1,114.6,50.6,48.8,FH-333
Alluvial soil,Jul,Oct,rainfed,7.1,28.2,82.3,52.0,51.6,FH-1148
Black Soil,Jun,Sep,irrigated,7.5,22.5,92.9,48.5,56.2,FH-333
Red soil,Jul,Oct,rainfed,7.7,26.2,110.0,52.2,40.1,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.3,25.1,102.3,55.9,56.9,FH-MR2
Black Soil,Jul,Oct,rainfed,7.6,22.7,102.8,54.5,52.5,FH-MR2
Red soil,Jun,Sep,irrigated,7.5,25.7,80.7,49.2,59.6,BS-352
Alluvial soil,Jul,Oct,rainfed,7.4,28.7,119.5,48.5,44.3,FH-333
Black Soil,Jun,Sep,irrigated,7.4,22.1,88.5,48.6,57.2,FH-333
Red soil,Jul,Oct,rainfed,7.0,23.2,108.8,50.7,40.2,FH-333
Alluvial soil,Jun,Sep,irrigated,7.5,23.8,117.5,44.0,49.0,FH-333
Black Soil,Jul,Oct,rainfed,7.3,23.6,106.1,47.9,55.8,FH-333
Red soil,Jun,Sep,irrigated,7.6,21.1,102.0,59.7,59.7,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.5,25.9,101.7,49.2,45.9,FH-MR2
Black Soil,Jun,Sep,irrigated,7.8,27.0,90.2,57.6,56.0,Cyto-24
Red soil,Jul,Oct,rainfed,7.2,22.1,90.1,59.4,41.6,BS-352
Alluvial soil,Jun,Sep,irrigated,7.7,22.0,87.6,52.1,47.6,FH-333
Black Soil,Jul,Oct,rainfed,7.1,28.4,95.3,49.4,44.9,BS-352
Red soil,Jun,Sep,irrigated,7.5,27.5,89.7,59.3,53.2,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.0,27.5,118.5,54.7,41.9,FH-MR2
Black Soil,Jun,Sep,irrigated,7.5,28.7,94.6,42.9,41.7,FH-1148
Red soil,Jul,Oct,rainfed,8.0,27.4,119.4,56.7,58.0,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.5,24.2,103.7,40.9,48.8,FH-333
Black Soil,Jul,Oct,rainfed,7.9,25.7,102.0,43.6,56.6,Cyto-24
Red soil,Jun,Sep,irrigated,7.8,29.5,85.2,52.8,48.8,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.6,23.2,80.3,43.3,56.2,FH-333
Black Soil,Jun,Sep,irrigated,7.9,29.8,86.6,55.4,56.9,Cyto-24
Red soil,Jul,Oct,rainfed,7.8,22.5,113.5,52.5,59.7,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.2,25.9,107.2,54.5,59.9,FH-MR2
Black Soil,Jul,Oct,rainfed,7.4,28.3,116.1,58.1,53.1,Cyto-24
Red soil,Jun,Sep,irrigated,7.8,29.5,113.1,43.9,59.4,Cyto-24
Alluvial soil,Jul,Oct,rainfed,7.1,24.1,95.6,41.8,43.9,FH-333
Black Soil,Jun,Sep,irrigated,7.2,27.4,89.2,47.9,40.1,BS-352
Red soil,Jul,Oct,rainfed,8.0,22.2,113.4,54.2,41.2,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.7,24.4,90.8,45.8,53.9,FH-333
Black Soil,Jul,Oct,rainfed,7.2,23.0,88.2,54.7,50.6,FH-333
Red soil,Jun,Sep,irrigated,7.0,28.2,110.0,45.6,43.9,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.7,26.4,111.6,59.0,57.8,Cyto-24
Black Soil,Jun,Sep,irrigated,7.3,26.4,111.8,58.4,56.7,Cyto-24
Red soil,Jul,Oct,rainfed,7.7,21.0,106.3,40.5,57.6,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.7,23.6,90.0,58.5,54.0,FH-MR2
Black Soil,Jul,Oct,rainfed,7.6,25.9,104.4,59.8,49.6,FH-MR2
Red soil,Jun,Sep,irrigated,7.6,25.5,84.5,42.5,50.3,BS-352
Alluvial soil,Jul,Oct,rainfed,7.9,21.6,106.3,58.0,59.3,FH-MR2
Black Soil,Jun,Sep,irrigated,7.2,27.8,95.1,41.7,59.6,BS-352
Red soil,Jul,Oct,rainfed,7.9,27.4,105.8,47.4,48.9,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.1,26.9,84.0,56.4,40.6,BS-352
Black Soil,Jul,Oct,rainfed,7.5,26.3,92.5,47.9,43.7,BS-352
Red soil,Jun,Sep,irrigated,7.3,26.2,114.6,50.8,58.5,Cyto-24
Alluvial soil,Jul,Oct,rainfed,7.4,23.2,118.9,50.3,42.2,FH-333
Black Soil,Jun,Sep,irrigated,7.5,25.9,87.3,40.5,50.2,FH-MR2
Red soil,Jul,Oct,rainfed,7.4,22.8,107.3,59.6,41.3,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.1,24.3,101.3,46.2,52.1,FH-333
Black Soil,Jul,Oct,rainfed,7.8,28.5,80.1,50.1,41.7,FH-1148
Red soil,Jun,Sep,irrigated,7.4,28.5,113.4,55.5,57.2,Cyto-24
Alluvial soil,Jul,Oct,rainfed,7.3,23.9,99.2,52.1,44.1,FH-333
Black Soil,Jun,Sep,irrigated,7.3,26.2,114.0,51.2,56.0,Cyto-24
Red soil,Jul,Oct,rainfed,7.1,21.6,86.9,41.6,40.4,BS-352
Alluvial soil,Jun,Sep,irrigated,7.5,30.0,83.1,46.9,50.0,FH-333
Black Soil,Jul,Oct,rainfed,7.6,28.5,91.9,56.4,54.2,FH-1148
Red soil,Jun,Sep,irrigated,7.5,26.3,104.7,54.9,40.5,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.6,21.4,113.1,55.9,46.2,FH-MR2
Black Soil,Jun,Sep,irrigated,7.7,27.8,110.9,44.1,49.8,FH-1148
Red soil,Jul,Oct,rainfed,7.2,26.9,104.3,58.2,59.0,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.2,27.4,102.8,57.3,40.1,FH-MR2
Black Soil,Jul,Oct,rainfed,7.8,28.5,114.4,48.3,42.7,Cyto-24
Red soil,Jun,Sep,irrigated,7.1,22.6,108.1,47.5,46.1,FH-333
Alluvial soil,Jul,Oct,rainfed,7.8,27.7,96.0,60.0,42.9,FH-1148
Black Soil,Jun,Sep,irrigated,7.2,22.6,117.1,57.7,50.2,FH-333
Red soil,Jul,Oct,rainfed,7.7,23.0,89.0,53.8,52.6,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.0,28.6,112.4,44.5,55.7,Cyto-24
Black Soil,Jul,Oct,rainfed,7.5,29.0,95.8,53.5,40.3,FH-1148
Red soil,Jun,Sep,irrigated,7.0,25.3,88.2,43.0,48.9,BS-352
Alluvial soil,Jul,Oct,rainfed,7.6,25.4,101.4,49.1,50.2,FH-MR2
Black Soil,Jun,Sep,irrigated,7.8,29.6,114.8,41.8,47.1,Cyto-24
Red soil,Jul,Oct,rainfed,7.9,24.5,113.0,48.3,52.4,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.4,24.3,95.8,43.4,53.6,FH-333
Black Soil,Jul,Oct,rainfed,8.0,24.0,92.2,56.3,42.2,BS-352
Red soil,Jun,Sep,irrigated,7.4,21.4,82.4,59.8,53.4,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.6,23.6,108.6,45.9,55.4,FH-333
Black Soil,Jun,Sep,irrigated,7.3,24.4,103.8,54.4,56.7,FH-MR2
Red soil,Jul,Oct,rainfed,7.6,25.3,82.8,45.9,41.2,BS-352
Alluvial soil,Jun,Sep,irrigated,7.5,25.4,111.7,52.1,53.7,FH-MR2
Black Soil,Jul,Oct,rainfed,7.3,22.4,96.9,53.8,56.8,FH-333
Red soil,Jun,Sep,irrigated,7.5,27.7,109.6,44.0,59.0,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.8,25.9,102.0,47.9,56.5,Cyto-24
Black Soil,Jun,Sep,irrigated,7.3,24.3,94.6,56.8,44.7,FH-MR2
Red soil,Jul,Oct,rainfed,7.7,26.0,88.1,59.3,55.4,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.2,28.6,85.9,59.6,54.1,FH-MR2
Black Soil,Jul,Oct,rainfed,8.0,22.5,92.7,53.1,59.9,FH-333
Red soil,Jun,Sep,irrigated,7.6,28.6,92.7,56.4,41.8,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.9,29.3,93.2,50.9,59.1,FH-1148
Black Soil,Jun,Sep,irrigated,7.6,29.2,90.2,56.6,51.7,FH-1148
Red soil,Jul,Oct,rainfed,7.9,21.4,108.0,50.0,42.8,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.7,25.2,113.3,52.9,51.0,FH-MR2
Black Soil,Jul,Oct,rainfed,7.6,29.8,109.6,58.0,53.1,FH-1148
Red soil,Jun,Sep,irrigated,7.3,25.6,113.4,47.8,40.2,BS-352
Alluvial soil,Jul,Oct,rainfed,7.7,25.2,84.1,57.8,55.0,FH-MR2
Black Soil,Jun,Sep,irrigated,7.1,21.1,104.5,49.9,55.2,FH-333
Red soil,Jul,Oct,rainfed,7.5,21.4,90.8,46.2,57.4,FH-333
Alluvial soil,Jun,Sep,irrigated,7.9,24.8,80.1,45.9,45.5,BS-352
Black Soil,Jul,Oct,rainfed,7.6,23.9,88.0,47.6,47.5,FH-333
Red soil,Jun,Sep,irrigated,7.2,24.9,118.5,49.7,49.3,FH-333
Alluvial soil,Jul,Oct,rainfed,7.2,29.8,100.3,51.8,46.8,FH-333
Black Soil,Jun,Sep,irrigated,7.6,21.9,115.8,53.1,53.6,Cyto-24
Red soil,Jul,Oct,rainfed,7.8,21.5,84.4,57.6,41.6,BS-352
Alluvial soil,Jun,Sep,irrigated,7.2,26.1,101.2,53.4,56.9,FH-MR2
Black Soil,Jul,Oct,rainfed,7.8,21.6,86.3,41.7,59.6,FH-333
Red soil,Jun,Sep,irrigated,7.8,21.6,88.8,44.8,40.8,BS-352
Alluvial soil,Jul,Oct,rainfed,7.5,29.9,92.4,59.1,58.9,FH-MR2
Black Soil,Jun,Sep,irrigated,7.3,27.3,116.6,54.9,47.7,Cyto-24
Red soil,Jul,Oct,rainfed,7.7,26.6,110.1,46.9,57.0,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.4,25.1,112.0,48.6,50.6,FH-333
Black Soil,Jul,Oct,rainfed,7.7,24.3,103.2,54.3,55.9,Cyto-24
Red soil,Jun,Sep,irrigated,7.8,21.1,89.8,43.8,57.3,BS-352
Alluvial soil,Jul,Oct,rainfed,7.2,29.3,84.9,46.8,53.6,BS-352
Black Soil,Jun,Sep,irrigated,7.7,25.5,82.4,48.5,51.7,FH-1148
Red soil,Jul,Oct,rainfed,7.8,25.4,102.0,58.6,48.8,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.2,24.7,117.5,48.6,47.5,FH-333
Black Soil,Jul,Oct,rainfed,7.9,21.7,105.4,43.1,48.1,FH-333
Red soil,Jun,Sep,irrigated,7.9,22.5,88.1,59.4,46.2,BS-352
Alluvial soil,Jul,Oct,rainfed,7.4,25.7,115.6,53.4,54.9,FH-MR2
Black Soil,Jun,Sep,irrigated,7.5,24.3,104.5,40.7,60.0,FH-333
Red soil,Jul,Oct,rainfed,7.3,28.7,91.6,51.9,50.8,FH-1148
Alluvial soil,Jun,Sep,irrigated,8.0,23.3,113.7,52.8,40.5,FH-333
Black Soil,Jul,Oct,rainfed,7.3,21.4,99.6,55.0,58.2,FH-333
Red soil,Jun,Sep,irrigated,7.1,26.3,99.3,54.7,56.4,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.5,25.9,101.6,41.7,56.8,FH-MR2
Black Soil,Jun,Sep,irrigated,7.8,21.3,92.2,41.1,43.0,BS-352
Red soil,Jul,Oct,rainfed,7.9,24.4,83.6,59.2,55.6,BS-352
Alluvial soil,Jun,Sep,irrigated,7.4,21.5,108.5,57.8,41.9,FH-MR2
Black Soil,Jul,Oct,rainfed,7.9,21.7,100.2,57.4,50.2,FH-MR2
Red soil,Jun,Sep,irrigated,7.8,27.3,112.7,49.8,52.4,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.8,22.4,82.8,43.7,50.0,FH-333
Black Soil,Jun,Sep,irrigated,7.7,27.4,117.1,46.4,57.5,Cyto-24
Red soil,Jul,Oct,rainfed,7.8,24.8,114.8,48.3,52.6,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.5,22.6,80.8,45.9,43.3,FH-333
Black Soil,Jul,Oct,rainfed,7.4,26.4,115.4,43.9,59.7,Cyto-24
Red soil,Jun,Sep,irrigated,7.5,26.8,110.5,58.9,49.4,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.3,24.2,118.7,50.9,52.7,FH-333
Black Soil,Jun,Sep,irrigated,7.8,25.3,85.6,55.3,50.0,FH-MR2
Red soil,Jul,Oct,rainfed,7.1,21.8,100.3,58.6,50.8,FH-MR2
Alluvial soil,Jun,Sep,irrigated,7.7,29.6,110.9,45.7,55.4,FH-1148
Black Soil,Jul,Oct,rainfed,7.0,27.2,89.5,57.0,55.7,FH-MR2
Red soil,Jun,Sep,irrigated,7.6,23.9,117.2,48.9,53.1,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.3,22.5,86.0,43.2,46.7,FH-333
Black Soil,Jun,Sep,irrigated,7.9,24.3,82.9,41.4,51.9,FH-333
Red soil,Jul,Oct,rainfed,7.3,22.4,83.4,58.3,45.3,BS-352
Alluvial soil,Jun,Sep,irrigated,7.6,28.9,90.5,43.6,55.2,FH-1148
Black Soil,Jul,Oct,rainfed,7.6,29.1,106.5,59.0,50.1,FH-1148
Red soil,Jun,Sep,irrigated,7.9,25.8,93.9,41.0,41.2,BS-352
Alluvial soil,Jul,Oct,rainfed,7.8,24.7,90.3,46.8,43.8,BS-352
Black Soil,Jun,Sep,irrigated,8.0,29.8,98.7,50.3,45.8,FH-1148
Red soil,Jul,Oct,rainfed,7.6,23.9,84.4,49.5,49.2,FH-333
Alluvial soil,Jun,Sep,irrigated,7.8,27.4,90.7,53.8,45.7,FH-MR2
Black Soil,Jul,Oct,rainfed,7.4,26.3,87.0,45.5,47.6,BS-352
Red soil,Jun,Sep,irrigated,7.8,25.3,115.6,43.1,48.4,Cyto-24
Alluvial soil,Jul,Oct,rainfed,7.0,21.6,88.6,53.3,50.4,FH-333
Black Soil,Jun,Sep,irrigated,7.8,25.3,119.2,49.1,48.1,Cyto-24
Red soil,Jul,Oct,rainfed,7.9,29.6,85.4,59.4,47.3,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.1,24.4,89.0,56.4,53.6,FH-MR2
Black Soil,Jul,Oct,rainfed,7.3,27.6,120.0,41.8,44.9,BS-352
Red soil,Jun,Sep,irrigated,7.2,28.6,109.5,45.6,59.8,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.9,29.2,95.5,51.8,48.0,FH-1148
Black Soil,Jun,Sep,irrigated,7.4,23.3,91.3,52.2,46.1,FH-333
Red soil,Jul,Oct,rainfed,7.5,27.7,82.7,50.4,46.0,BS-352
Alluvial soil,Jun,Sep,irrigated,7.4,24.3,96.2,45.4,50.3,FH-333
Black Soil,Jul,Oct,rainfed,7.0,25.3,117.4,58.5,48.9,FH-MR2
Red soil,Jun,Sep,irrigated,7.0,27.0,119.9,43.8,47.9,BS-352
Alluvial soil,Jul,Oct,rainfed,7.7,26.9,116.5,55.8,48.3,FH-MR2
Black Soil,Jun,Sep,irrigated,7.9,24.9,97.4,53.8,47.5,FH-MR2
Red soil,Jul,Oct,rainfed,7.8,21.1,112.8,56.9,42.6,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.9,26.4,119.6,46.1,40.6,Cyto-24
Black Soil,Jul,Oct,rainfed,7.1,29.4,101.4,53.5,48.1,FH-1148
Red soil,Jun,Sep,irrigated,7.5,26.8,94.5,43.0,47.7,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.4,21.5,93.8,43.6,49.1,FH-333
Black Soil,Jun,Sep,irrigated,7.3,29.6,105.0,46.1,58.2,FH-1148
Red soil,Jul,Oct,rainfed,7.9,25.0,84.3,57.6,45.1,BS-352
Alluvial soil,Jun,Sep,irrigated,7.9,25.4,80.7,41.4,59.8,BS-352
